65,45
178,45
171,118
91,96
157,2
5,166
4,228
155,145
23,225
177,140
64,175
170,221
204,148
191,164
200,20
47,79
157,183
193,227
91,176
107,103
187,42
52,108
154,155
35,81
151,132
171,197
229,146
120,206
198,108
84,124
233,218
46,107
222,74
184,61
24,16
58,62
93,36
111,227
73,96
31,57
70,173
30,108
121,200
176,25
85,80
145,125
100,112
71,108
166,183
124,79
5,65
113,197
172,35
4,116
35,176
41,162
213,231
122,180
28,155
176,114
208,228
140,217
130,149
183,162
1,22
71,91
123,222
56,226
92,69
112,57
163,226
54,0
171,137
208,195
111,26
81,170
52,207
120,182
9,62
53,82
55,14
186,104
113,151
212,65
103,139
185,45
206,84
122,55
85,190
125,161
140,38
133,115
128,127
21,13
232,230
137,111
45,78
4,123
14,177
80,70
46,214
90,66
3,6
181,109
166,176
39,37
189,154
6,41
98,61
90,143
225,83
44,7
15,92
83,84
206,129
170,117
98,17
228,58
181,223
229,137
37,77
217,3
217,70
122,39
187,50
188,43
177,183
195,198
71,175
146,153
200,37
154,29
59,142
159,184
37,2
140,69
102,112
47,211
23,150
85,170
226,114
37,75
142,144
143,144
205,135
207,226
77,148
12,87
37,19
231,94
148,216
84,65
142,194
201,58
195,39
29,212
148,2
155,113
31,230
213,217
4,25
177,170
8,189
56,59
19,192
184,111
230,64
107,6
36,13
30,118
229,48
206,169
194,133
186,10
83,231
157,46
96,84
14,60
225,120
213,169
47,35
70,73
82,140
99,216
217,134
134,199
198,222
3,13
5,211
134,46
136,110
28,182
20,62
28,168
158,78
37,128
32,34
28,12
81,60
45,50
30,178
29,108
16,117
52,127
232,129
50,9
127,72
184,199
104,124
123,44
213,196
87,90
225,190
70,169
194,109
5,20
76,189
43,67
156,187
154,203
225,232
108,122
86,36
164,123
61,209
87,138
212,90
99,193
229,16
32,54
30,76
145,118
126,198
98,51
233,156
196,123
107,110
80,111
128,130
40,165
170,203
4,169
62,68
110,58
221,139
97,77
208,193
221,89
22,196
211,228
194,196
148,184
107,57
70,157
217,214
233,47
70,197
52,73
213,147
18,221
5,19
49,167
45,207
111,112
169,153
29,48
80,207
78,222
56,72
30,150
174,131
50,181
224,32
36,198
36,114
57,20
166,6
17,204
103,39
1,95
110,220
212,98
232,61
128,16
117,162
228,198
140,156
75,216
221,206
86,189
165,168
64,160
192,179
198,52
99,85
151,161
200,88
111,218
173,70
62,42
71,32
102,150
112,64
37,42
216,26
156,106
158,19
185,175
160,141
174,10
70,200
0,167
158,89
88,9
179,40
211,22
23,89
100,60
173,70
218,186
209,170
96,12
113,58
219,228
202,145
96,113
151,25
211,174
39,73
143,201
189,6
41,133
156,219
66,179
37,130
75,0
77,129
56,138
222,176
35,17
85,201
196,129
87,72
164,210
222,103
116,88
187,173
64,43
49,68
145,31
179,166
52,204
223,44
26,1
76,219
53,132
134,43
87,36
173,133
8,44
228,178
171,101
33,48
152,97
70,181
125,44
21,75
4,77
216,55
118,31
26,20
88,206
66,75
179,22
112,201
229,126
128,83
103,182
150,25
45,151
206,119
106,153
233,194
98,59
191,11
26,148
81,89
33,81
124,217
32,1
141,23
205,160
104,232
12,19
99,12
45,25
50,148
32,38
168,109
125,66
111,224
34,20
67,185
123,18
202,121
228,103
131,226
135,55
167,101
91,183
230,102
56,204
7,5
199,21
197,115
196,5
53,17
25,220
159,63
179,23
39,109
39,174
28,28
51,179
200,62
154,74
51,150
84,220
88,129
13,194
84,212
43,206
164,109
203,99
134,123
143,98
158,229
212,52
103,6
82,134
156,222
114,198
91,197
229,33
164,204
168,136
147,145
191,59
221,4
180,184
101,45
32,168
6,51
196,3
19,11
200,232
102,191
197,132
34,37
178,54
180,126
41,110
87,111
74,63
80,129
90,21
21,202
176,181
39,48
219,43
223,99
12,34
159,33
231,102
115,121
217,196
200,12
12,92
171,36
147,6
168,161
177,55
172,205
71,5
125,189
144,147
94,63
144,7
102,0
163,71
195,174
213,89
101,150
107,54
35,35
34,111
42,232
69,12
221,117
1,225
200,169
135,10
5,131
126,125
3,81
6,227
209,134
151,65
116,134
176,165
120,223
144,112
63,195
182,46
162,215
86,195
56,154
220,44
221,38
62,96
21,8
100,0
202,136
92,166
80,210
183,93
12,187
14,151
206,129
75,52
66,25
80,201
42,23
41,121
122,185
138,71
194,183
178,215
59,40
167,184
152,123
174,176
81,215
6,147
81,60
116,146
95,225
73,0
142,90
48,112
131,28
154,164
158,38
56,22
219,172
168,120
109,65
35,25
103,69
79,196
63,227
37,150
42,64
209,58
169,183
55,77
62,135
0,9
100,166
100,180
42,107
164,163
60,207
218,166
147,220
51,143
164,158
144,116
4,159
48,82
34,106
208,48
32,137
133,131
91,172
64,11
141,103
109,33
192,204
95,145
165,135
61,30
9,18
107,59
184,167
165,0
202,84
34,37
31,74
137,86
19,113
34,225
52,140
26,88
81,159
65,189
162,216
105,113
20,210
186,186
153,168
40,172
74,95
83,11
125,216
182,116
112,1
178,87
114,184
43,218
88,150
138,31
40,122
34,143
222,152
215,223
49,10
187,219
49,79
71,161
2,85
40,196
219,68
36,229
23,172
121,30
207,221
168,62
220,186
19,80
44,165
166,102
101,175
40,221
148,181
26,173
149,126
37,30
50,49
190,109
51,227
98,54
34,150
119,197
55,14
73,94
171,89
54,179
139,205
59,209
34,54
54,165
180,33
125,12
80,107
135,60
85,233
117,74
204,159
41,71
158,99
85,72
192,203
5,95
103,80
77,201
147,16
121,227
62,193
108,15
188,150
155,188
97,28
178,86
30,202
46,231
66,2
9,122
33,28
4,151
4,211
29,171
58,130
61,202
70,13
110,136
105,57
152,67
144,124
136,64
74,217
130,26
76,171
148,90
159,32
110,151
185,57
157,72
165,192
13,117
80,46
116,201
120,135
106,198
156,86
173,165
65,94
118,175
143,85
158,27
212,146
1,121
140,187
108,58
226,199
206,213
94,114
194,8
132,218
115,117
130,124
82,70
47,165
184,206
55,138
39,177
126,67
167,35
151,233
60,33
102,128
26,231
161,9
18,28
138,71
97,17
148,196
215,124
145,51
100,79
159,227
110,57
176,157
209,88
109,35
75,78
188,149
116,124
226,197
86,231
214,177
80,82
168,17
78,179
119,15
196,202
185,217
70,98
29,31
92,208
20,78
35,35
62,173
32,39
55,172
10,95
63,22
163,222
212,178
195,55
34,78
198,2
183,170
182,231
113,232
76,41
175,149
174,178
67,99
130,103
210,116
210,2
163,7
76,80
178,83
18,233
53,232
148,58
73,135
81,118
34,96
48,176
54,213
86,50
167,229
138,167
