160,107
722,486
595,340
24,484
80,569
194,415
552,609
407,586
408,494
84,45
577,355
637,293
36,347
214,227
601,308
262,411
592,322
46,402
628,486
461,532
133,604
559,650
274,480
617,260
498,532
273,268
647,115
435,323
74,452
367,220
347,714
145,296
309,507
332,427
503,135
568,576
724,332
703,53
180,626
613,458
240,163
601,112
174,529
508,66
640,237
62,389
698,202
235,172
199,323
294,73
436,196
599,146
665,240
571,496
85,319
415,456
373,258
193,296
162,175
197,320
163,253
581,512
416,395
23,422
160,358
89,461
727,557
332,693
113,291
21,394
581,36
411,177
720,249
238,272
282,214
561,310
379,416
319,484
612,513
681,471
558,306
588,64
417,85
683,597
386,313
317,463
303,580
480,118
40,313
414,409
364,23
728,561
727,581
494,498
218,62
143,317
40,62
352,458
50,85
489,304
351,191
447,266
88,234
69,544
551,570
388,539
246,107
197,711
274,697
125,139
587,517
134,569
712,156
2,458
331,188
563,142
76,629
116,246
236,603
450,144
488,576
389,718
695,567
108,172
84,655
220,16
168,691
671,183
697,405
184,672
626,387
335,173
130,124
360,342
333,6
202,331
126,484
674,504
410,486
585,496
235,510
425,167
482,636
425,185
84,28
34,296
315,235
403,338
96,105
671,724
158,115
385,284
134,614
681,334
362,72
443,87
541,189
149,88
259,656
658,639
233,333
675,283
505,562
204,497
22,526
562,254
304,14
277,338
262,499
414,182
115,628
396,150
592,435
358,232
574,70
13,110
16,498
412,317
90,300
126,244
499,699
115,210
68,681
33,14
3,418
705,173
155,211
615,162
412,516
359,514
290,95
268,539
198,557
268,310
348,164
158,547
324,722
126,637
213,541
253,102
6,704
691,660
399,157
143,323
564,556
139,382
687,9
1,64
588,412
522,327
489,727
624,687
260,598
573,313
241,605
184,541
700,248
297,36
9,706
507,564
548,622
472,93
255,296
85,390
116,59
635,661
504,515
606,592
114,420
656,357
542,63
325,387
63,111
53,493
567,388
648,698
443,31
403,243
407,418
344,110
222,236
93,335
502,134
289,690
125,338
214,36
22,688
550,614
297,20
402,111
58,279
459,419
722,418
530,121
569,51
200,505
43,280
332,95
63,404
77,522
308,441
458,121
699,245
416,2
245,377
314,41
271,289
201,613
176,441
600,665
249,188
722,622
532,236
623,111
270,398
14,315
455,220
396,261
377,654
462,710
166,105
91,201
165,146
392,624
288,310
304,88
572,575
430,45
305,202
261,52
105,388
401,682
57,492
408,220
513,368
29,402
603,441
715,700
276,521
389,371
94,176
634,547
527,51
326,278
596,259
456,468
240,172
414,79
608,89
55,27
576,611
324,269
528,418
237,453
536,412
571,343
516,247
490,634
717,659
210,668
191,575
364,713
558,713
217,266
350,664
270,593
83,674
546,506
110,503
226,716
196,671
230,75
105,52
722,663
373,468
219,219
531,498
399,372
517,531
231,80
218,281
513,178
202,321
231,535
642,491
710,17
195,218
261,472
67,562
55,447
306,96
51,79
720,306
234,601
242,551
553,276
228,665
192,109
695,334
703,275
311,230
277,28
66,670
546,27
578,648
4,679
28,600
431,472
219,109
144,672
91,55
45,33
102,642
705,483
21,548
628,219
691,313
235,462
152,398
420,101
136,548
537,168
520,520
153,9
527,181
429,699
507,112
49,636
718,550
629,167
299,395
424,705
178,587
492,491
267,178
356,294
656,663
151,679
43,143
531,61
544,13
534,335
561,695
54,111
621,707
568,403
270,361
113,529
627,183
67,207
233,675
314,198
151,574
136,708
626,304
260,349
593,567
581,150
209,27
534,159
168,26
345,400
144,716
705,409
565,476
150,658
68,585
554,523
707,641
305,325
6,595
549,473
584,20
568,211
187,264
73,28
333,355
423,360
256,560
588,212
634,15
387,130
570,535
208,549
579,552
352,520
382,389
610,570
244,99
554,702
698,467
539,302
259,642
523,676
368,159
668,382
445,134
334,125
543,57
123,16
640,703
680,358
504,79
19,659
493,397
361,687
569,678
338,611
400,581
205,508
291,141
653,475
699,107
301,35
335,466
22,699
117,160
